item_name,serving_size,household_serving,brand_name,ingredients,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
"POMEGRANATE PRESERVE, POMEGRANATE",15.0 g,1 tbsp,PALERMO,"POMEGRANATE, WATER, SUGAR, GLUCOSE, PECTIN, CITRIC ACID.",300.0,0.67,0.0,73.3,73.3,0.0,0.0,0.0,True,Unknown
"POMEGRANATE SALSA, POMEGRANATE",32.0 g,2 Tbsp,JARDINES,"TOMATO, TOMATO JUICE, WATER, ONION, TOMATO PASTE, SUGAR, JALAPENO PEPPER, POMEGRANATE JUICE CONCENTRATE (POMEGRANATE CONCENTRATE, WATER), CILANTRO, SALT, LIME JUICE CONCENTRATE, NATURAL POMEGRANATE FLAVOR, DEHYDRATED GARLIC, CITRIC ACID, CALCIUM CHLORIDE.",47.0,0.0,0.0,12.5,9.38,0.0,219.0,0.0,True,Unknown
"POMEGRANATE SYRUP, POMEGRANATE",30.0 MLT,2 Tbsp (30mL),ROSE'S,"CANE SUGAR, WATER, CITRIC ACID, SODIUM HEXAMETAPHOSPHATE, VEGETABLE JUICE CONCENTRATES (COLOR), POTASSIUM SORBATE (PRESERVATIVE), NATURAL FLAVORS, RED 40, BLUE 1",267.0,0.0,0.0,66.7,66.7,0.0,17.0,0.0,True,Unknown
"POMEGRANATE SYRUP, POMEGRANATE",30.0 ml,2 Tbsp,ROSE'S,"CANE SUGAR, WATER, CITRIC ACID, SODIUM HEXAMETAPHOSPHATE, VEGETABLE JUICE CONCENTRATES (COLOR), POTASSIUM SORBATE (PRESERVATIVE), NATURAL FLAVORS, RED 40, BLUE 1.",267.0,0.0,0.0,66.7,66.7,0.0,17.0,0.0,True,Unknown
"POMEGRANATE VINEGAR, POMEGRANATE",15.0 MLT,1 Tbsp,GREENIST,"CONCENTRATED POMEGRANATE JUICE, DISTILLED VINEGAR, CONTAINS NATURALLY OCCURRING SULFITES",27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unknown
"POMEGRANATE YOGHURT, POMEGRANATE",227.0 g,1 container,NOOSA,"GRADE A PASTEURIZED WHOLE MILK, FRUIT PUREE (WATER, POMEGRANATE ARILS, CANE SUGAR, POMEGRANATE JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, PECTIN, LOCUST BEAN GUM, FRUIT AND VEGETABLE JUICE [FOR COLOR], NATURAL FLAVOR), CANE SUGAR, WILDFLOWER HONEY, KOSHER GELATIN, PECTIN, LIVE ACTIVE CULTURES.",115.0,4.85,4.85,13.7,13.2,0.4,53.0,15.0,True,Unknown
"ARIZONA, POMEGRANATE GREEN TEA, POMEGRANATE, POMEGRANATE",240.0 ml,8 OZA,ARIZONA,"PREMIUM BREWED GREEN TEA USING FILTERED WATER, HIGH FRUCTOSE CORN SYRUP (GLUCOSE-FRUCTOSE SYRUP), APPLE JUICE FROM CONCENTRATE, POMEGRANATE JUICE FROM CONCENTRATE, HONEY, CITRIC ACID, NATURAL FLAVORS, FRUIT AND VEGETABLE JUICE (FOR COLOR), ASCORBIC ACID (VITAMIN C), PANAX GINSENG EXTRACT, VITAMIN E ACETATE, VITAMIN A PALMITATE, SODIUM SELENITE.",29.0,0.0,0.0,7.92,7.5,0.0,4.0,0.0,True,Breakfast
"100% POMEGRANATE JUICE, POMEGRANATE",240.0 MLT,8 fl. oz. (240mL),BOLTHOUSE FARMS,"POMEGRANATE JUICE FROM CONCENTRATE (WATER, POMEGRANATE JUICE CONCENTRATE), POMEGRANATE JUICE",62.0,0.42,0.0,15.8,12.9,0.0,21.0,0.0,True,Unknown
"POMEGRANATE INFUSED BALSAMIC, POMEGRANATE",15.0 ml,1 Tbsp,ARISTON,"COOKED GRAPE MUST, WINE VINEGAR, CONCENTRATED GRAPE MUST, CONCENTRATED POMEGRANATE JUICE, POMEGRANATE FLAVOUR",300.0,0.0,0.0,73.3,53.3,0.0,23.0,0.0,True,Unknown
"POMEGRANATE JUICE DRINK, POMEGRANATE",500.0 ml,16.9 OZA,KUII,"POMEGRANATE JUICE, WATER, SUGAR, CITRIC ACID, ASCORBIC ACID, POMEGRANATE FLAVOR, COLOR (FD&C RED 40).",39.0,0.0,0.0,9.8,9.2,0.0,20.0,0.0,True,Unknown
"POMEGRANATE FRESH ARILS, POMEGRANATE",113.0 g,113 GRM,WONDERFUL,POMEGRANATE ARILS.,88.0,1.77,0.88,17.7,12.4,4.4,0.0,0.0,True,Unknown
"POMEGRANATE 100% JUICE, POMEGRANATE",325.0 ml,11 OZA,SQUEEZED JUICE,100% POMEGRANATE JUICE.,65.0,0.92,0.0,15.1,0.0,0.0,0.0,0.0,True,Unknown
"POMEGRANATE FRUIT PASTE, POMEGRANATE",6.0 g,0.21 ONZ,Not specified,"POMEGRANATE PULP (MIN 33%), GLUCOSE, SUGAR, DEXTROSE, PECTIN, ACIDITY REGULATORS (SODIUM CITRATE, CITRIC ACID, TARTARIC ACID), NATURAL POMEGRANATE FLAVOUR.",367.0,0.0,6.67,73.3,66.7,0.0,117.0,0.0,True,Snack
"POMEGRANATE FRUIT PASTE, POMEGRANATE",6.0 g,0.21 ONZ,Not specified,"INGREDIENTS: POMEGRANATE PULP (MIN 33%), GLUCOSE, SUGAR, DEXTROSE, PECTIN, ACIDITY REGULATORS (SODIUM CITRATE, CITRIC ACID, TARTARIC ACID), NATURAL POMEGRANATE FLAVOUR.",367.0,0.0,6.67,73.3,0.0,0.0,117.0,0.0,True,Snack
"POMEGRANATE JUICE CONCENTRATE, POMEGRANATE",59.0 ml,4 Tbsp,LAKEWOOD,ORGANIC POMEGRANATE JUICE CONCENTRATE.,271.0,1.69,0.0,66.1,54.2,0.0,42.0,0.0,True,Unknown
"ALOE JUICE, POMEGRANATE, POMEGRANATE",500.0 ml,16.9 OZA,VILOE,"PURE WATER, ALOE VERA JUICE (ALOE VERA PULP, WATER), CANE SUGAR, CALCIUM LACTATE, CITRIC ACID, MALIC ACID, SODIUM CITRATE, SODIUM ERYTHORBATE, STEVIA, GEILAN GUM, CARAMEL COLOR, PURPLE SWEET POTATO COLOR, POMEGRANATE FLAVOR",16.0,0.0,0.0,3.6,3.6,0.0,17.0,0.0,True,Unknown
"CALIFORNIA POMEGRANATE VINEGAR, POMEGRANATE",15.0 ml,1 Tbsp,O OLIVE OIL & VINEGAR,"CALIFORNIA CHAMPAGNE VINEGAR, POMEGRANATE JUICE.",67.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,True,Unknown
"GLUCOSE SHOT, POMEGRANATE, POMEGRANATE",60.0 MLT,1 bottle,RELION,"WATER, DEXTROSE (D-GLUCOSE), MALTODEXTRIN, CITRIC ACID, NATURAL POMEGRANATE FLAVOR, SODIUM BENZOATE (PRESERVATIVE).",117.0,0.0,0.0,26.7,25.0,0.0,17.0,0.0,True,Unknown
"ORGANIC POMEGRANATE VINAIGRETTE, POMEGRANATE",30.0 ml,2 Tbsp,BRAGG,"WATER, ORGANIC APPLE CIDER VINEGAR, ORGANIC APPLE JUICE CONCENTRATE, ORGANIC POMEGRANATE JUICE CONCENTRATE, ORGANIC RED RASPBERRY PUREE, ORGANIC ONIONS, XANTHAN GUM, ORGANIC BLACK PEPPER",50.0,0.0,0.0,13.3,10.0,0.0,33.0,0.0,True,Unknown
"ORGANIC VINAIGRETTE, POMEGRANATE, POMEGRANATE",30.0 ml,2 Tbsp,ORGANICVILLE,"WATER, ORGANIC EXPELLER PRESSED SOYBEAN OIL, ORGANIC RED WINE VINEGAR, ORGANIC AGAVE NECTAR, ORGANIC POMEGRANATE JUICE CONCENTRATE, ORGANIC RED GRAPE JUICE CONCENTRATE, SALT, XANTHAN GUM, ORGANIC VANILLA EXTRACT, ORGANIC EXTRA VIRGIN OLIVE OIL, ORGANIC ROSEMARY EXTRACT.",233.0,0.0,26.7,6.67,3.33,0.0,217.0,0.0,True,Unknown
"POMEGRANATE  PROBIOTIC TEA, POMEGRANATE",237.0 MLT,8 fl oz (237 mL),HEALTH-ADE KOMBUCHA,"FILTERED WATER, KOMBUCHA CULTURE (YEAST AND BACTERIA CULTURES), ORGANIC BLACK TEA, ORGANIC GREEN TEA, ORGANIC EVAPORATED CANE JUICE (SUGAR), COLD-PRESSED ORGANIC POMEGRANATE JUICE",17.0,0.0,0.0,3.8,2.95,0.0,4.0,0.0,True,Unknown
"POMEGRANATE 100% JUICE, POMEGRANATE",125.0 ml,4.22 OZA,POCASVILLE,"WATER, ORGANIC POMEGRANATE JUICE CONCENTRATE",62.0,0.0,0.0,15.2,14.0,0.8,10.0,0.0,True,Unknown
"POMEGRANATE CALAMANSI-ADE, POMEGRANATE",296.0 ml,10 OZA,BROOKLYN CRAFTED,"FILTERED WATER, CALAMANSI JUICE, ORGANIC CANE SUGAR, POMEGRANATE JUICE CONCENTRATE, BREWED HIBISCUS TEA, FRUIT AND VEGETABLE JUICE FOR COLOR, ASCORBIC ACID (VITAMIN C)",30.0,0.0,0.0,7.77,7.77,0.0,0.0,0.0,True,Unknown
DATES,40.0 g,4 PIECES,Not specified,ORGANIC PITTED DEGLET NOOR DATES.,300.0,2.5,0.0,75.0,55.0,7.5,25.0,0.0,True,Unknown
DATES,11.0 g,0.4 ONZ,THE DATE PLACE CAFE,"DATES (MEDJOOL), BUTTER LIGHT, WHEAT (WHOLE-GRAIN), TAHINI, COCOA BEAN, SPIRULINA, PECANS, PISTACHIO, HAZELNUT, COCONUT, CINNAMON",318.0,9.09,9.09,63.6,45.4,9.1,0.0,0.0,True,Unknown
DATES,40.0 GRM,2 dates,RANCHO MELADUCO,MEDJOOL DATES,275.0,2.5,0.0,75.0,62.5,7.5,0.0,0.0,True,Unknown
DATES,30.0 g,0.25 CUP | ABOUT,FERRIS,DATES,267.0,0.0,0.0,76.7,63.3,6.7,0.0,0.0,True,Unknown
DATES,40.0 g,0.5 cup,SUNBEST NATURAL,PITTED DATES.,375.0,30.0,6.25,67.5,15.0,10.0,180.0,0.0,True,Unknown
DATES,40.0 GRM,1 Tbsp,DOLE,DATES.,325.0,2.5,0.0,75.0,62.5,7.5,0.0,0.0,True,Unknown
"DATE COLLECTION, DATE",24.0 GRM,1 Tbsp,ETHEL M CHOCOLATES,"SEMISWEET CHOCOLATE (SUGAR, CHOCOLATE, CHOCOLATE PROCESSED WITH ALKALI, COCOA BUTTER, MILKFAT, SOY LECITHIN, ARTIFICIAL AND NATURAL FLAVORS), MILK CHOCOLATE (SUGAR, COCOA BUTTER, CHOCOLATE, SKIM MILK, MILKFAT, LACTOSE, CHOCOLATE PROCESSED WITH ALKALI, SOY LECITHIN, ARTIFICIAL AND NATURAL FLAVORS), SUGAR, WHITE CHOCOLATE (SUGAR, COCOA BUTTER, MILK, LACTOSE, SUNFLOWER LECITHIN, VANILLA BEANS), CORN SYRUP, WHIPPING CREAM (CREAM, MONO AND DIGLYCERIDES, POLYSORBATE 80, CARRAGEENAN), BUTTER, LESS THAN 2% - EVAPORATED MILK [MILK, DIPOTASSIUM PHOSPHATE, CARRAGEENAN, CHOLECALCIFEROL (VITAMIN D)], INVERT SUGAR, RASPBERRIES, LEMON PUREE (LEMON JUICE CONCENTRATE, WATER, LEMON PULP CELLS, LEMON PEEL, LEMON OIL), SALT, SEA SALT, INVERTASE, NATURAL FLAVOR.",500.0,4.17,29.2,62.5,54.2,4.2,104.0,21.0,True,Unknown
"DATE LADY, DATES",40.0 g,5 DATES,DATE LADY,DATES.,300.0,2.5,0.0,80.0,72.5,7.5,0.0,0.0,True,Unknown
"DATE MAAMOUL, DATE",20.0 g,0.7 ONZ,ALKARAMAH,"WHOLE WHEAT FLOUR, NATURAL DATES, VEGETABLE SHORTENING (PARTIALLY HYDROGENATED PALM OIL, SOYABEAN OIL AND COTTON SEED OIL), WATER, SUGAR, BUTTER, HIGH FRUCTOSE CORN SYRUP, MOLASSES SYRUP, BLACK SEED (SPICES), SALT.",450.0,5.0,20.0,60.0,25.0,5.0,50.0,0.0,True,Unknown
"DATE SPREAD, DATE",20.0 GRM,1 Tbsp,STREIT'S,"DATES, SUGAR, PRESERVATIVE (POTASSIUM SORBATE), CITRIC ACID.",300.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,True,Unknown
"DATE SPREAD, DATE",20.0 GRM,1 tbsp (20g),DIVINA,"DATES, CANE SUGAR, CITRIC ACID (ACIDITY REGULATOR), FRUIT PECTIN",300.0,0.0,0.0,70.0,65.0,0.0,0.0,0.0,True,Unknown
"DATE SUGAR, DATE",40.0 g,3 -4 Chocolate Dates,Not specified,INGREDIENTS: NATURAL DATES,365.0,5.0,12.5,67.5,55.0,7.5,8.0,0.0,True,Unhealthy
"DATE SUGAR, DATE",6.0 g,2 tsp,NOW,DATE SUGAR FROM POWDERED DRIED DATES.,333.0,0.0,0.0,83.3,66.7,0.0,0.0,0.0,True,Unhealthy
"DATE SYRUP, DATE",20.0 g,1 Tbsp,Not specified,DATES,310.0,5.0,0.0,75.0,65.0,10.0,165.0,0.0,True,Unknown
"DATE SYRUP, DATE",20.0 g,1 Tbs,LIOR,100% ORGANIC DATES.,270.0,1.5,0.0,65.0,55.0,5.0,45.0,0.0,True,Unknown
"DATE FILLED COOKIES, DATE",28.0 g,1 COOKIE,AIDA SWEETS,"WHEAT FLOUR (UNBLEACHED), SUGAR, WATER, HONEY, VEGETABLE OIL, (CANOLA-AND/OR CORN-AND/OR SOYBEAN), DATES (MAY CONTAIN TRACES OF NUTS), TAHINI, SEMOLINA, CORN SYRUP, EGGS, VANILLIN, BAKING SODA, SALT.",393.0,7.14,16.1,60.7,28.6,3.6,71.0,18.0,True,Unhealthy
"DATE PREMIUM SUGAR, DATE",4.0 GRM,1 tsp,CHATFIELD'S,GRANULATED DEHYDRATED DATES.,250.0,0.0,0.0,75.0,75.0,7.5,0.0,0.0,True,Unhealthy
"DATES COCONUT ROLLS, DATES",31.0 g,1 Piece,THE DATE SHOPPE,"DATES, COCONUT.",452.0,3.23,11.3,90.3,80.6,9.7,0.0,0.0,True,Unhealthy
"ORGANIC DATE SUGAR, DATE",6.0 g,2 tsp,DATE LADY,"ORGANIC DRIED, GROUND DATES.",333.0,0.0,0.0,83.3,83.3,0.0,0.0,0.0,True,Unhealthy
"SUN DATE, CHOPPED DATES",40.0 g,1.4 ONZ,SUN DATE,"DATES, DEXTROSE.",300.0,2.5,0.0,82.5,70.0,7.5,25.0,0.0,True,Unknown
"SUN DATE, PITTED DATES",40.0 g,5 -6 DATES,SUN DATE,OKRA.,300.0,2.5,0.0,77.5,72.5,7.5,0.0,0.0,True,Unknown
"100% PURE DATE SYRUP, DATE",20.0 g,1 Tbsp,NUNATURE,DATES.,305.0,0.0,0.0,75.0,70.0,5.0,0.0,0.0,True,Unknown
"DATE & OAT BARS, DATE & OAT",56.0 g,0.5 bar,AHOLD,"DATE FILLING (DATES, REFINED CANE SUGAR, WATER, GLUCOSE SYRUP, FOOD STARCH-MODIFIED, CITRIC ACID, SALT, LEMON JUICE), ROLLED OATS, MARGARINE (SOYBEAN OIL, PALM OIL, WATER, SALT, WHEY POWDER (MILK), VEGETABLE MONOGLYCERIDES, SOY LECITHIN, NATURAL FLAVOR, ANNATTO EXTRACT (COLOR], TURMERIC (ADDED FOR COLOR], VITAMIN A PALMITATE, VITAMIN D3), ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, ASCORBIC ACID, THIAMINE MONONITRATE, RIBOFLAVIN, ALPHA AMYLASE, FOLIC ACID), GRANULATED CANE SUGAR, WATER, MOLASSES, BAKING SODA, SALT, LIQUID WHOLE EGGS.,",357.0,5.36,14.3,57.1,21.4,3.6,179.0,0.0,True,Unknown
"DATE ALMOND ROLLS, DATE ALMOND",40.0 g,2 dates | Per,FRESH ENERGY,"DATE COCONUT DATES, COCONUT DATE ALMOND ROLLS DATES, ALMOND",345.0,2.5,6.25,70.0,62.5,7.5,5.0,0.0,True,Unhealthy
"DATE LADY, PURE DATE SYRUP",20.0 g,1 Tbsp,DATE LADY,ORGANIC DATES,320.0,0.0,0.0,85.0,65.0,0.0,50.0,0.0,True,Unknown
DATE ME PECAN & DATE BAR,59.0 g,1 BAR,WHOLEME,"DATES*, PECANS, EGGS*, ALMONDS, COCONUT OIL*, PURE VANILLA EXTRACT, BAKING SODA, SALT.",424.0,10.2,30.5,27.1,20.3,6.8,166.0,95.0,True,Unknown
"KALE BARS WITH DATES, KALE WITH DATES",45.0 g,1 BAR,SIMPLE TRUTH,"DATES, BROWN RICE SYRUP, ROLLED OATS, ALMONDS, CANE SUGAR, SOY PROTEIN CRISP RICE (RICE FLOUR, SOY PROTEIN CONCENTRATE, SUGAR, SALT, SOY LECITHIN), PUMPKIN SEEDS, DRIED CHERRIES, DRIED KALE, SESAME SEEDS, SEA SALT, ORGANIC MADAGASCAR BOURBON VANILLA (VANILLA BEAN, WATER, ALCOHOL).",356.0,11.1,13.3,57.8,33.3,6.7,144.0,0.0,True,Unknown
MEDJOOL DATES,40.0 g,2 -4 DATES,Not specified,OKRA.,275.0,2.5,0.0,75.0,62.5,7.5,0.0,0.0,True,Unknown
CHOPPED DATES,40.0 GRM,1/3 cup,MARIANI,"DATES, DEXTROSE.",325.0,2.5,0.0,80.0,52.5,5.0,0.0,0.0,True,Unknown
CHOPPED DATES,38.0 g,0.25 cup,TORN & GLASSER,"DATES, OAT FLOUR.",316.0,2.63,0.0,73.7,60.5,7.9,0.0,0.0,True,Unknown
CHOPPED DATES,40.0 g,0.25 cup,SUN-MAID,"CHOPPED DATES, DEXTROSE.",300.0,2.5,0.0,82.5,70.0,7.5,25.0,0.0,True,Unknown
CHOPPED DATES,40.0 GRM,1 1/2 oz,SUNSWEET,"CHOPPED DATES, DEXTROSE.",325.0,2.5,0.0,82.5,70.0,7.5,0.0,0.0,True,Unknown
CHOPPED DATES,40.0 g,1 1/2 ONZ,SUNSWEET,"CALIFORNIA CHOPPED DATES, DEXTROSE.",325.0,2.5,0.0,82.5,70.0,7.5,0.0,0.0,True,Unknown
CHOPPED DATES,40.0 g,0.25 cup,AMPORT FOODS,"DATES, SUGAR.",350.0,2.5,0.0,82.5,67.5,7.5,0.0,0.0,True,Unknown
DATE BARS,85.0 g,3 ONZ,Not specified,"DATES, BUTTER (PASTEURIZED CREAM [MILK], NATURAL FLAVORING), BROWN SUGAR (PURE CANE SUGAR, MOLASSES), PASTRY FLOUR (WHEAT FLOUR, ENRICHED WITH: NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), OATS, SUGAR, LEMON JUICE, WATER, BAKING SODA.",388.0,3.53,14.1,62.4,41.2,3.5,47.0,35.0,True,Unknown
DATE BITES,11.0 g,0.4 ONZ,THE DATE PLACE,"DATES (MEDJOOL), BUTTER LIGHT, WHEAT (WHOLE-GRAIN), TAHINI, PISTACHIO, COCOA BEAN, CHOCOLATE - DARK, HAZELNUT, PECANS, COCONUT, CINNAMON, SPIRULINA, COFFEE BEANS",318.0,9.09,9.09,63.6,45.4,9.1,0.0,0.0,True,Unknown
DATE MAAMOUL,28.0 g,1 ONZ,AVO'S,"UNBLEACHED WHEAT FLOUR (FLOUR, NIACIN, IRON, THIAMINE, RIBOFLAVIN), UNSALTED 70% VEGETABLE OIL SPREAD, (PALM AND PALM KERNEL OIL, WATER, SOY BEAN OIL, CONTAINS LESS THAN 2% OF NON FAT DRY MILK SOLIDS, SOY LECITHIN, VEGETABLE MONO & DIGLYCERIDE), SODIUM BENZOATE (A PRESERVATIVE), CITRIC ACID, NATURAL & ARTIFICIAL FLAVOR, BETA CAROTENE (COLOR), VITAMIN A PALMITATE ADDED, SOYBEAN OIL, BAKING POWDER, MILK, PALM TREE MACERATED DATES, EGG, CINNAMON, BLACK CARAWAY SEEDS, SPICES.",214.0,3.57,7.14,35.7,32.1,3.6,71.0,0.0,True,Unknown
DATE MOLASES,15.0 ml,1 Tbsp,TAZAH,100% DATE.,400.0,0.0,0.0,93.3,86.7,6.7,0.0,0.0,True,Unknown
DATE MOLASSES,21.0 g,1 Tbsp,LEBANON VALLEY,"CONCENTRATE NATURAL DATE MOLASSES, NO PRESERVATIVES ADDED, NO SUGAR ADDED.",286.0,0.0,0.0,76.2,61.9,0.0,0.0,0.0,True,Unknown
DATE PECAN,28.0 g,2 Tbsp,ABBY'S BETTER,"DRY ROASTED PECANS, DATES, SALT.",786.0,10.7,75.0,25.0,14.3,10.7,125.0,0.0,True,Unknown
DATE SUGAR,4.5 g,1 tsp,BOB'S RED MILL,"DATES, OAT FLOUR.",333.0,0.0,0.0,88.9,66.7,0.0,0.0,0.0,True,Unhealthy
DATE SUGAR,4.0 g,1 tsp.,THE JEWEL DATE CO.,ORGANIC CALIFORNIA GROWN DEGLET NOOR DATES.,0.0,0.0,0.0,100.0,100.0,6.2,0.0,0.0,True,Unhealthy
DATE SUGAR,4.5 g,1 tsp,BOB'S RED MILL,"DATES, OAT FLOUR.",333.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,True,Unhealthy
DATE SYRUP,20.0 g,1 Tbsp,SILAN,100% DATE SYRUP,300.0,0.0,0.0,75.0,0.0,0.0,50.0,0.0,True,Unknown
DATES SPREAD,40.0 GRM,2 Tbsp,ORIEL,"DATES PULP, SUGAR, GLUCOSE SYRUP, CELLULOSE FIBERS, PRESERVATIVE (POTASSIUM SORBATE), CITRIC ACID.",300.0,7.5,0.0,80.0,72.5,5.0,25.0,0.0,True,Unknown
ORANGES,154.0 g,1 MEDIUM ORANGE,LONE STAR,OKRA.,45.0,0.65,0.0,13.6,9.09,4.5,0.0,0.0,True,Unknown
ORANGES,154.0 g,1 MEDIUM ORANGE,Not specified,OKRA.,49.0,0.65,0.15,12.3,8.44,1.9,1.0,0.0,True,Unknown
WATERMELON,255.10000610351562 g,1 serving,NOOSH,WATERMELON,31.0,0.78,0.25,7.45,6.27,0.4,0.0,0.0,True,Unknown
WATERMELON,510.0 GRM,1 container,Not specified,WATERMELON.,29.0,0.39,0.0,7.45,7.06,0.4,0.0,0.0,True,Unknown
WATERMELON,226.8000030517578 g,1 serving | null,NOOSH,WATERMELON,31.0,0.44,0.44,7.5,6.17,0.4,63.0,0.0,True,Unknown
WATERMELON,156.0 g,1 tray,RACETRAC,WATERMELON.,29.0,0.64,0.0,7.69,6.41,0.6,0.0,0.0,True,Unknown
WATERMELON,255.10000610351562 g,1 SERVING,DE LISH,WATERMELLON,31.0,0.78,0.25,7.45,6.27,0.4,0.0,0.0,True,Unknown
"WATERMELON CHUNKS, WATERMELON",142.0 g,5 ONZ,GET FRESH FOODS,WATERMELON,32.0,0.7,0.0,0.0,6.34,0.7,0.0,0.0,True,Unknown
"WATERMELON CHUNKS, WATERMELON",283.0 g,1 Container,TAYLOR FARMS,WATERMELON.,35.0,0.71,0.0,7.42,6.36,0.4,0.0,0.0,True,Unknown
"WATERMELON SPEARS, WATERMELON",113.0 MG,4 oz,COUNTRY FRESH,WATERMELON,31.0,0.88,0.0,7.96,6.19,0.0,0.0,0.0,True,Unknown
"WATERMELON SPEARS, WATERMELON",113.0 MG,4 oz,COUNTRY FRESH,WATERMELON.,31.0,0.88,0.0,7.96,6.19,0.0,0.0,0.0,True,Unknown
"WATERMELON SPEARS, WATERMELON",454.0 GRM,16 oz,HARVEST,WATERMELON.,31.0,0.66,0.11,7.49,6.17,0.4,0.0,0.0,True,Unknown
"WATERMELON JUICE, WATERMELON",250.0 ml,1 cup,COCO JOY,100% WATERMELON JUICE,32.0,0.0,0.0,8.0,7.6,0.0,5.0,0.0,True,Unknown
"WATERMELON JUICE, WATERMELON",177.0 MLT,1 Pouch,CAPRISUN,"APPLE, GRAPE AND WATERMELON JUICES FROM CONCENTRATE (FILTERED WATER; APPLE, GRAPE AND WATERMELON JUICES FROM CONCENTRATE), CITRIC ACID (FOR TARTNESS), NATURAL FLAVOR, MUSHROOM EXTRACT (TO PROTECT QUALITY).",51.0,0.0,0.0,12.4,11.9,0.0,14.0,0.0,True,Unknown
"WATERMELON LEMONADE, WATERMELON",227.0 g,8 ONZ,WHOLE FOODS MARKET,"WATER, LEMON JUICE, SUGAR*, WATERMELON PUREE",44.0,0.0,0.0,11.9,11.4,0.0,4.0,0.0,True,Unknown
"WATERMELON LEMONADE, WATERMELON",456.0 MLT,1 BOTTLE,365 EVERYDAY VALUE,"FILTERED WATER, CANE SUGAR, LEMON JUICE, WATERMELON JUICE, NATURAL FLAVOR.",46.0,0.0,0.0,12.1,11.0,0.0,7.0,0.0,True,Unknown
"WATERMELON BITES, WATERMELON",30.0 GRM,1 Tbsp,CHILI CHEWS,"CAYENNE, CHILI PEPPERS, SALT, DEHYDRATED LIME JUICE, WATER, CITRIC ACID, MODIFIED STARCH, DRIED CHILI PEPPERS, ACETIC ACID, XANTHAN GUM, FLAVORING EXTRACTS, POTASSIUM SORBATE AND SODIUM BENZOATE (AS PRESERVATIVES) AND FD&C RED NO. 40, SUGARS, CORN SYRUP, WATER, MODIFIED CORN STARCH, CITRIC ACID (PRESERVATIVE), POTASSIUM CITRATE, NATURAL AND ARTIFICIAL FLAVOUR, ARTIFICIAL COLOURS (CONTAINS FD&AMP;C RED NO.40, FD&AMP;C BLUE NO.1, YELLOW NO.5) FUMARIC ACID, MALIC ACID",300.0,0.0,0.0,66.7,43.3,0.0,667.0,0.0,True,Unknown
"WATERMELON CANDY, WATERMELON",43.0 g,1 package,LAFFY TAFFY,"INGREDIENTS: CORN SYRUP, HYDROGENATED COCONUT OIL, 2% OR LESS OF EGG WHITES, MALIC ACID, NATURAL FLAVORS, SODIUM ALGINATE, CALCIUM ACETATE, MONOGLYCERIDES, RED 40, COLOR ADDED.",419.0,0.0,8.14,81.4,53.5,0.0,93.0,0.0,True,Unhealthy
"WATERMELON CANDY, WATERMELON",15.600000381469727 g,1 BAR,AIRHEADS,"SUGAR, CORN SYRUP, MALTODEXTRIN, DEXTROSE, MODIFIED FOOD STARCH (CORN), PALM OIL, CONTAINS LESS THAN 2% OF: CITRIC ACID, WATER, ARTIFICIAL FLAVORS, RED 40, BLUE 1, YELLOW 6, YELLOW 5.",385.0,0.0,0.0,96.2,70.5,0.0,0.0,0.0,True,Unhealthy
"WATERMELON CANDY, WATERMELON",32.0 GRM,4 pieces,SOUR STRIPS,"SUGAR, GLUCOSE-FRUCTOSE SYRUP, WHEAT FLOUR, MALIC ACID, DEXTROSE, PALM OIL, CITRIC ACID, ARTIFICIAL FLAVORING, ARTIFICIAL COLORS (FD&C RED 40), ASCORBIC ACID, TOCOPHEROLS.",366.0,3.12,0.0,81.2,62.5,0.0,16.0,0.0,True,Unhealthy
